,gap_id,is_fixed,percent_identity,query_start,query_end,query_length,query_alignment_length,target_start,target_end,target_length,target_alignment_length,total_bases_compared,mismatches,matches,total_length
867,7464486_1358-2393,0,1.0,228.0,249.0,497,21,21.0,0.0,21,21,21,0,21,21
868,7486578_1512-2595,0,0.993,242.0,384.0,605,142,0.0,142.0,142,142,142,1,141,142
869,7499417_323-1447,0,0.9808,240.0,396.0,653,156,0.0,156.0,156,156,156,3,153,156
870,7498001_2939-4003,0,1.0,182.0,218.0,437,36,0.0,36.0,36,36,36,0,36,36
871,7359387_14947-15979,0,1.0,242.0,324.0,751,82,0.0,82.0,82,82,82,0,82,82
872,7252445_7763-8883,0,1.0,228.0,362.0,594,134,0.0,134.0,134,134,134,0,134,134
874,7475263_1122-2181,0,1.0,25.0,120.0,463,95,0.0,95.0,95,95,95,0,95,95
876,7461192_79223-80272,0,0.0,,,0,0,,,0,0,0,0,0,0
877,7481591_502-1552,0,0.9639,238.0,322.0,587,84,83.0,0.0,83,83,83,3,80,84
878,7484362_4840-5901,0,1.0,237.0,372.0,615,135,0.0,135.0,135,135,135,0,135,135
879,7332275_86-1155,0,1.0,246.0,289.0,327,43,0.0,43.0,43,43,43,0,43,43
880,7458959_8344-9392,0,0.0,,,0,0,,,0,0,0,0,0,0
881,7444414_13106-14172,0,1.0,33.0,99.0,326,66,0.0,66.0,67,66,66,0,66,66
882,7385492_11287-12405,0,1.0,198.0,295.0,539,97,97.0,0.0,97,97,97,0,97,97
883,7443329_106-1239,0,1.0,225.0,330.0,565,105,1.0,106.0,106,105,105,0,105,105
884,7452811_3137-4195,0,1.0,233.0,331.0,575,98,0.0,98.0,99,98,98,0,98,98
885,7287809_5580-6615,0,0.9891,15.0,107.0,305,92,92.0,0.0,92,92,92,1,91,92
886,7377152_11998-13082,0,0.0,,,0,0,,,0,0,0,0,0,0
887,7387839_11846-12928,0,0.977,242.0,329.0,557,87,0.0,88.0,88,88,87,2,85,88
888,7421311_1670-2742,0,0.9897,248.0,345.0,471,97,0.0,97.0,97,97,97,1,96,97
889,7241362_3821-4935,0,0.9926,221.0,356.0,605,135,135.0,0.0,135,135,135,1,134,135
890,7478333_21993-23054,0,1.0,236.0,282.0,540,46,46.0,0.0,46,46,46,0,46,46
891,7500661_7022-8244,0,1.0,159.0,292.0,331,133,0.0,133.0,133,133,133,0,133,133
892,7421560_1341-2431,0,0.8023,495.0,582.0,963,87,0.0,87.0,94,87,86,17,69,88
893,7397851_1842-2943,0,1.0,237.0,379.0,608,142,142.0,0.0,142,142,142,0,142,142
894,7248162_3870-4940,0,1.0,247.0,341.0,520,94,0.0,94.0,94,94,94,0,94,94
895,7330171_705-1792,0,1.0,230.0,262.0,495,32,32.0,0.0,32,32,32,0,32,32
896,7492013_4252-5302,0,1.0,235.0,263.0,868,28,0.0,28.0,28,28,28,0,28,28
897,7496242_3516-4667,0,0.9759,184.0,267.0,586,83,95.0,12.0,96,83,83,2,81,83
898,7434922_285-1386,0,1.0,639.0,726.0,911,87,87.0,0.0,87,87,87,0,87,87
899,7328594_2076-3137,0,0.9898,173.0,274.0,582,101,0.0,98.0,98,98,98,1,97,101
900,7243409_777-1842,0,1.0,215.0,295.0,835,80,80.0,0.0,80,80,80,0,80,80
901,7275651_11305-12442,0,1.0,28.0,128.0,337,100,100.0,0.0,100,100,100,0,100,100
902,7374078_41995-43020,0,1.0,39.0,122.0,301,83,1.0,84.0,85,83,83,0,83,83
903,7304115_3618-4775,0,1.0,10.0,142.0,501,132,0.0,132.0,132,132,132,0,132,132
904,7405518_4653-5753,0,0.9886,238.0,326.0,570,88,1.0,89.0,89,88,88,1,87,88
905,7425566_778-1908,0,1.0,243.0,362.0,610,119,120.0,1.0,120,119,119,0,119,119
906,7470248_5866-6902,0,0.0,,,0,0,,,0,0,0,0,0,0
907,7462811_451-1506,0,0.8304,2.0,114.0,709,112,112.0,0.0,113,112,112,19,93,112
908,7471541_7607-8628,0,1.0,241.0,281.0,493,40,40.0,0.0,41,40,40,0,40,40
909,7459715_6454-7476,0,0.0,,,0,0,,,0,0,0,0,0,0
910,7468607_30158-31227,0,0.9894,242.0,343.0,573,101,94.0,0.0,94,94,94,1,93,101
911,7306594_970-2054,0,0.0,,,0,0,,,0,0,0,0,0,0
912,7493015_41615-42740,0,0.9912000000000001,227.0,341.0,672,114,0.0,114.0,114,114,114,1,113,114
913,7358166_14-1041,0,0.0,,,0,0,,,0,0,0,0,0,0
914,7464937_2807-3855,0,1.0,260.0,355.0,653,95,95.0,0.0,95,95,95,0,95,95
915,7371386_3472-4567,0,1.0,238.0,308.0,549,70,1.0,71.0,71,70,70,0,70,70
916,7500428_13278-14328,0,0.0,,,0,0,,,0,0,0,0,0,0
917,7398225_3381-4453,0,1.0,235.0,380.0,563,145,145.0,0.0,145,145,145,0,145,145
918,7474963_1019-2173,0,1.0,247.0,369.0,591,122,0.0,122.0,122,122,122,0,122,122
919,7412468_6966-7989,0,0.9722,234.0,270.0,514,36,37.0,1.0,37,36,36,1,35,36
920,7501597_3178-4334,0,1.0,241.0,351.0,552,110,110.0,0.0,110,110,110,0,110,110
921,7441566_479-1577,0,0.0,,,0,0,,,0,0,0,0,0,0
922,7406845_6542-7727,0,1.0,239.0,375.0,625,136,134.0,0.0,134,134,134,0,134,136
923,7448464_4287-5350,0,1.0,244.0,275.0,512,31,1.0,32.0,32,31,31,0,31,31
924,7494411_1420-2442,0,1.0,242.0,282.0,405,40,40.0,0.0,40,40,40,0,40,40
925,7474712_290-1358,0,1.0,137.0,231.0,466,94,0.0,94.0,95,94,94,0,94,94
926,7443108_7950-8972,0,1.0,233.0,270.0,355,37,0.0,37.0,37,37,37,0,37,37
927,7306086_4928-6017,0,0.8989,210.0,302.0,547,92,0.0,89.0,89,89,89,9,80,92
928,7501266_173-1274,0,1.0,240.0,363.0,609,123,123.0,0.0,123,123,123,0,123,123
929,7505326_1322-2412,0,1.0,216.0,292.0,527,76,77.0,1.0,77,76,76,0,76,76
930,7476042_10666-11690,0,1.0,239.0,317.0,651,78,0.0,78.0,78,78,78,0,78,78
931,7498349_43938-44988,0,1.0,320.0,346.0,621,26,0.0,26.0,26,26,26,0,26,26
932,7389704_1866-2887,0,0.0,,,0,0,,,0,0,0,0,0,0
933,7275003_8063-9100,0,1.0,168.0,195.0,610,27,0.0,29.0,29,29,27,0,27,29
934,7466933_5724-6907,0,1.0,236.0,376.0,613,140,140.0,0.0,140,140,140,0,140,140
935,7500083_8077-9098,0,0.0,,,0,0,,,0,0,0,0,0,0
936,7499437_13188-14318,0,0.9326000000000001,119.0,208.0,621,89,1.0,90.0,96,89,89,6,83,89
937,7248172_28215-29266,0,0.0,,,0,0,,,0,0,0,0,0,0
938,7492868_12028-13098,0,1.0,211.0,340.0,581,129,129.0,0.0,129,129,129,0,129,129
939,7499364_9314-10374,0,0.9843999999999999,220.0,284.0,661,64,64.0,0.0,65,64,64,1,63,64
940,7270575_471-1494,0,1.0,231.0,273.0,521,42,0.0,42.0,42,42,42,0,42,42
941,7393349_907-1967,0,1.0,237.0,336.0,522,99,1.0,100.0,100,99,99,0,99,99
942,7262629_22315-23358,0,0.9854999999999999,247.0,316.0,512,69,0.0,69.0,69,69,69,1,68,69
943,7384520_511-1585,0,1.0,243.0,311.0,338,68,69.0,1.0,69,68,68,0,68,68
944,7431706_3247-4325,0,0.9856999999999999,243.0,313.0,555,70,1.0,71.0,71,70,70,1,69,70
945,7507072_26267-27374,0,1.0,266.0,331.0,425,65,0.0,65.0,65,65,65,0,65,65
946,7451763_5264-6286,0,1.0,230.0,264.0,484,34,0.0,34.0,34,34,34,0,34,34
947,7384345_4202-5239,0,1.0,242.0,276.0,532,34,1.0,35.0,35,34,34,0,34,34
948,7496924_36162-37212,0,0.0,,,0,0,,,0,0,0,0,0,0
949,7291824_1091-2187,0,0.9457,246.0,375.0,659,129,129.0,0.0,129,129,129,7,122,129
950,7496050_2042-3085,0,0.0,,,0,0,,,0,0,0,0,0,0
951,7411763_1702-2891,0,0.8636,149.0,360.0,470,211,247.0,45.0,286,202,198,27,171,215
952,7257541_8182-9250,0,0.0,,,0,0,,,0,0,0,0,0,0
953,7245544_702-1755,0,1.0,339.0,404.0,667,65,65.0,0.0,65,65,65,0,65,65
954,7411686_867-1970,0,0.975,233.0,313.0,597,80,1.0,81.0,81,80,80,2,78,80
955,7397797_3636-4776,0,1.0,231.0,349.0,606,118,118.0,0.0,118,118,118,0,118,118
956,7314965_2204-3247,0,0.0,,,0,0,,,0,0,0,0,0,0
957,7436301_4801-5902,0,1.0,230.0,311.0,551,81,81.0,0.0,81,81,81,0,81,81
958,7440783_15024-16086,0,0.0,,,0,0,,,0,0,0,0,0,0
959,7420946_5086-6109,0,1.0,229.0,254.0,484,25,0.0,25.0,25,25,25,0,25,25
960,7255886_11984-13106,0,0.9,519.0,831.0,935,312,542.0,230.0,568,312,310,31,279,314
961,7281743_3580-4636,0,0.0,,,0,0,,,0,0,0,0,0,0
963,7326290_308-1374,0,1.0,244.0,294.0,532,50,0.0,50.0,50,50,50,0,50,50
964,7371789_50170-51207,0,1.0,175.0,196.0,341,21,21.0,0.0,22,21,21,0,21,21
965,7503004_35283-36303,0,0.9412,229.0,297.0,714,68,1.0,69.0,69,68,68,4,64,68
966,7458536_6137-7274,0,0.9882,232.0,317.0,529,85,0.0,85.0,85,85,85,1,84,85
967,7498970_546-1675,0,1.0,50.0,200.0,494,150,0.0,150.0,150,150,150,0,150,150
968,7458722_34170-35222,0,0.0,,,0,0,,,0,0,0,0,0,0
969,7397951_7893-9060,0,0.9095,239.0,478.0,491,239,1.0,222.0,222,221,221,20,201,239
970,7499156_5977-7083,0,0.9926,240.0,375.0,586,135,135.0,0.0,135,135,135,1,134,135
971,7502638_9362-10534,0,1.0,236.0,385.0,869,149,149.0,0.0,149,149,149,0,149,149
972,7292005_6500-7539,0,1.0,100.0,142.0,231,42,42.0,0.0,42,42,42,0,42,42
973,7249785_2057-3105,0,1.0,241.0,321.0,543,80,80.0,0.0,80,80,80,0,80,80
974,7492354_12028-13078,0,0.0,,,0,0,,,0,0,0,0,0,0
975,7506144_49389-50432,0,1.0,221.0,326.0,560,105,0.0,105.0,106,105,105,0,105,105
976,7472301_15197-16271,0,0.8913,224.0,317.0,553,93,92.0,0.0,92,92,92,10,82,93
977,7506027_41844-42890,0,0.0,,,0,0,,,0,0,0,0,0,0
978,7409928_4407-5435,0,0.0,,,0,0,,,0,0,0,0,0,0
979,7371617_4084-5181,0,0.92,207.0,307.0,621,100,100.0,0.0,101,100,100,8,92,100
980,7481813_56566-57602,0,1.0,238.0,288.0,609,50,50.0,0.0,50,50,50,0,50,50
982,7504563_11858-12908,0,0.0,,,0,0,,,0,0,0,0,0,0
983,7503785_13454-14487,0,0.8889,215.0,269.0,465,54,0.0,54.0,54,54,54,6,48,54
984,7496942_1541-2633,0,0.9773000000000001,245.0,289.0,536,44,0.0,44.0,45,44,44,1,43,44
985,7469851_4435-5500,0,1.0,241.0,366.0,614,125,0.0,125.0,125,125,125,0,125,125
986,7425475_330-1369,0,0.0,,,0,0,,,0,0,0,0,0,0
987,7468399_3349-4390,0,1.0,223.0,282.0,496,59,59.0,0.0,59,59,59,0,59,59
988,7496672_5037-6164,0,0.8547,0.0,347.0,780,347,854.0,508.0,951,346,344,50,294,349
989,7267461_526-1559,0,1.0,233.0,326.0,499,93,0.0,93.0,93,93,93,0,93,93
990,7457855_3705-4742,0,0.8421,285.0,361.0,502,76,95.0,19.0,96,76,76,12,64,76
991,7420419_2789-3950,0,1.0,200.0,320.0,565,120,120.0,0.0,120,120,120,0,120,120
992,7483411_4682-5755,0,1.0,243.0,387.0,633,144,0.0,144.0,144,144,144,0,144,144
993,7274204_3368-4403,0,1.0,226.0,306.0,692,80,0.0,80.0,80,80,80,0,80,80
994,7458612_31586-32641,0,1.0,261.0,313.0,550,52,52.0,0.0,52,52,52,0,52,52
995,7484820_6797-7867,0,1.0,220.0,309.0,524,89,89.0,0.0,89,89,89,0,89,89
996,7483398_9623-10643,0,1.0,225.0,295.0,601,70,0.0,70.0,70,70,70,0,70,70
997,7238425_20196-21243,0,0.8936,240.0,334.0,493,94,94.0,0.0,111,94,94,10,84,94
998,7491386_18278-19361,0,1.0,234.0,329.0,524,95,1.0,96.0,96,95,95,0,95,95
999,7461843_6062-7166,0,0.9929000000000001,272.0,412.0,617,140,140.0,0.0,140,140,140,1,139,140
1000,7245585_685-1725,0,1.0,349.0,434.0,1168,85,85.0,0.0,85,85,85,0,85,85
1001,7486586_6864-7933,0,1.0,197.0,287.0,422,90,90.0,0.0,91,90,90,0,90,90
1002,7490819_15083-16112,0,0.9863,221.0,294.0,542,73,1.0,74.0,75,73,73,1,72,73
1003,7285734_2826-3916,0,1.0,238.0,349.0,595,111,0.0,111.0,111,111,111,0,111,111
1004,7488672_13381-14429,0,0.0,,,0,0,,,0,0,0,0,0,0
1005,7395886_21902-22925,0,1.0,242.0,293.0,344,51,0.0,51.0,51,51,51,0,51,51
1006,7366714_4960-6011,0,1.0,372.0,433.0,712,61,0.0,61.0,61,61,61,0,61,61
1007,7294245_1156-2239,0,1.0,213.0,265.0,424,52,52.0,0.0,52,52,52,0,52,52
1008,7499435_19087-20159,0,1.0,168.0,239.0,478,71,0.0,71.0,71,71,71,0,71,71
1009,7334171_13424-14460,0,0.0,,,0,0,,,0,0,0,0,0,0
1010,7308842_1032-2056,0,0.0,,,0,0,,,0,0,0,0,0,0
1011,7328984_1391-2587,0,1.0,206.0,361.0,601,155,155.0,0.0,156,155,155,0,155,155
1012,7444196_137-1165,0,1.0,320.0,344.0,344,24,0.0,24.0,62,24,24,0,24,24
1013,7449830_11059-12124,0,1.0,197.0,287.0,506,90,0.0,90.0,90,90,90,0,90,90
1014,7280125_1093-2153,0,0.9828,200.0,258.0,571,58,59.0,1.0,60,58,58,1,57,58
1015,7407177_3928-4999,0,1.0,237.0,301.0,521,64,64.0,0.0,64,64,64,0,64,64
1016,7460582_5098-6138,0,1.0,231.0,275.0,425,44,44.0,0.0,44,44,44,0,44,44
1017,7469689_10346-11451,0,0.995,148.0,348.0,538,200,200.0,0.0,200,200,200,1,199,200
1018,7290998_512-1640,0,1.0,235.0,338.0,588,103,0.0,105.0,105,105,103,0,103,105
1019,7475047_5530-6619,0,1.0,230.0,325.0,565,95,0.0,95.0,96,95,95,0,95,95
1020,7455106_943-2047,0,0.9802,50.0,151.0,386,101,0.0,101.0,101,101,101,2,99,101
1021,7469281_4071-5146,0,1.0,240.0,279.0,564,39,39.0,0.0,39,39,39,0,39,39
1022,7237699_47902-48934,0,0.0,,,0,0,,,0,0,0,0,0,0
1023,7485832_12122-13220,0,0.0,,,0,0,,,0,0,0,0,0,0
1024,7476494_1370-2409,0,1.0,224.0,320.0,623,96,96.0,0.0,96,96,96,0,96,96
1025,7484189_15139-16222,0,1.0,242.0,392.0,636,150,150.0,0.0,150,150,150,0,150,150
1026,7379635_23566-24598,0,0.0,,,0,0,,,0,0,0,0,0,0
1027,7404924_2192-3284,0,0.0,,,0,0,,,0,0,0,0,0,0
1028,7467302_1252-2375,0,1.0,186.0,361.0,712,175,176.0,0.0,176,176,175,0,175,176
1029,7381365_745-1766,0,1.0,243.0,327.0,626,84,0.0,84.0,85,84,84,0,84,84
1030,7301610_2846-3895,0,0.9811,240.0,293.0,501,53,0.0,53.0,54,53,53,1,52,53
1032,7500599_905-1955,0,0.0,,,0,0,,,0,0,0,0,0,0
1033,7497350_2446-3475,0,1.0,245.0,292.0,497,47,47.0,0.0,47,47,47,0,47,47
1034,7345656_68-1091,0,0.8140000000000001,299.0,342.0,558,43,43.0,0.0,46,43,43,8,35,43
1035,7338122_1308-2346,0,1.0,208.0,243.0,475,35,35.0,0.0,35,35,35,0,35,35
1036,7465130_2353-3434,0,1.0,0.0,29.0,265,29,29.0,0.0,107,29,29,0,29,29
1037,7414966_4619-5745,0,1.0,103.0,205.0,439,102,0.0,102.0,102,102,102,0,102,102
1038,7382313_2977-4007,0,0.0,,,0,0,,,0,0,0,0,0,0
1039,7424889_620-1643,0,0.0,,,0,0,,,0,0,0,0,0,0
1040,7504906_33778-34798,0,0.0,,,0,0,,,0,0,0,0,0,0
1041,7465169_580-1680,0,1.0,96.0,252.0,652,156,156.0,0.0,156,156,156,0,156,156
1042,7504534_4042-5083,0,1.0,229.0,328.0,378,99,0.0,99.0,99,99,99,0,99,99
1043,7282571_4374-5467,0,1.0,267.0,349.0,795,82,0.0,82.0,82,82,82,0,82,82
1044,7332189_1347-2536,0,0.9944,241.0,419.0,713,178,0.0,178.0,178,178,178,1,177,178
1045,7473919_36809-37879,0,1.0,196.0,304.0,482,108,108.0,0.0,108,108,108,0,108,108
1046,7457203_1445-2553,0,0.9912000000000001,248.0,361.0,591,113,113.0,0.0,114,113,113,1,112,113
1047,7496089_3310-4360,0,1.0,223.0,299.0,541,76,0.0,76.0,76,76,76,0,76,76
1048,7279671_7795-8991,0,0.9876,417.0,578.0,607,161,0.0,161.0,161,161,161,2,159,161
1049,7343331_373-1450,0,1.0,212.0,256.0,466,44,44.0,0.0,44,44,44,0,44,44
1050,7455718_7357-8380,0,1.0,239.0,264.0,758,25,1.0,26.0,26,25,25,0,25,25
1051,7385040_9511-10678,0,0.9871,225.0,380.0,611,155,155.0,0.0,155,155,155,2,153,155
1052,7368274_537-1598,0,1.0,244.0,340.0,591,96,0.0,96.0,96,96,96,0,96,96
1053,7387971_266-1378,0,1.0,222.0,346.0,574,124,1.0,124.0,124,123,123,0,123,124
1054,7309956_5949-6971,0,1.0,238.0,291.0,313,53,0.0,53.0,53,53,53,0,53,53
1055,7462819_15958-17031,0,1.0,202.0,274.0,524,72,72.0,0.0,72,72,72,0,72,72
1056,7274430_9521-10573,0,0.9897,238.0,335.0,568,97,0.0,97.0,97,97,97,1,96,97
1057,7270895_577-1647,0,0.8571,373.0,493.0,577,120,6.0,126.0,133,120,119,17,102,121
1058,7370264_657-1699,0,1.0,247.0,290.0,521,43,0.0,43.0,43,43,43,0,43,43
1059,7389132_5089-6113,0,0.0,,,0,0,,,0,0,0,0,0,0
1060,7432550_4513-5605,0,1.0,242.0,372.0,543,130,130.0,0.0,130,130,130,0,130,130
1061,7506832_28-1094,0,1.0,234.0,343.0,572,109,0.0,109.0,109,109,109,0,109,109
1062,7501177_30797-31840,0,0.9859,224.0,295.0,470,71,71.0,0.0,71,71,71,1,70,71
1063,7337922_203-1254,0,1.0,201.0,286.0,558,85,85.0,0.0,85,85,85,0,85,85
1064,7497561_4216-5272,0,0.9434,226.0,279.0,373,53,0.0,53.0,53,53,53,3,50,53
1065,7297087_11676-12750,0,1.0,57.0,113.0,325,56,56.0,0.0,56,56,56,0,56,56
1066,7494785_12831-13891,0,1.0,243.0,294.0,512,51,52.0,1.0,52,51,51,0,51,51
1067,7377636_5871-6986,0,1.0,263.0,375.0,673,112,0.0,112.0,112,112,112,0,112,112
1068,7387882_20481-21545,0,0.0,,,0,0,,,0,0,0,0,0,0
1069,7481026_2557-3649,0,1.0,220.0,315.0,563,95,0.0,95.0,95,95,95,0,95,95
1070,7399234_642-1731,0,1.0,244.0,371.0,597,127,129.0,0.0,129,129,127,0,127,129
1071,7250476_16114-17180,0,0.0,,,0,0,,,0,0,0,0,0,0
1072,7275143_1266-2309,0,1.0,237.0,324.0,573,87,87.0,0.0,87,87,87,0,87,87
1073,7325592_185-1293,0,1.0,241.0,350.0,581,109,109.0,0.0,109,109,109,0,109,109
1074,7431005_1666-2690,0,1.0,220.0,308.0,514,88,88.0,0.0,88,88,88,0,88,88
1075,7439801_5198-6246,0,1.0,242.0,316.0,670,74,4.0,78.0,79,74,74,0,74,74
1076,7463252_6243-7293,0,1.0,224.0,250.0,449,26,0.0,26.0,26,26,26,0,26,26
1077,7463290_3002-4196,0,0.9941,228.0,398.0,818,170,1.0,170.0,170,169,169,1,168,170
1078,7404390_4556-5625,0,0.9836,229.0,290.0,533,61,67.0,6.0,67,61,61,1,60,61
1079,7499975_16653-17689,0,1.0,212.0,296.0,557,84,0.0,84.0,84,84,84,0,84,84
1080,7491142_831-1885,0,0.7667,145.0,240.0,461,95,64.0,162.0,162,98,90,21,69,103
1081,7387009_3729-4756,0,1.0,232.0,290.0,453,58,0.0,58.0,59,58,58,0,58,58
1082,7388418_1434-2477,0,1.0,216.0,246.0,378,30,0.0,30.0,30,30,30,0,30,30
1083,7462993_854-1922,0,1.0,185.0,269.0,687,84,84.0,0.0,84,84,84,0,84,84
1084,7375701_12152-13198,0,0.925,200.0,280.0,529,80,1.0,81.0,81,80,80,6,74,80
1085,7258552_3286-4308,0,0.0,,,0,0,,,0,0,0,0,0,0
1086,7422503_7715-8737,0,0.0,,,0,0,,,0,0,0,0,0,0
1087,7265930_1204-2244,0,0.0,,,0,0,,,0,0,0,0,0,0
1088,7478411_42588-43638,0,0.985,237.0,370.0,613,133,0.0,133.0,133,133,133,2,131,133
1089,7356545_21721-22803,0,1.0,228.0,363.0,606,135,135.0,0.0,135,135,135,0,135,135
1090,7439678_1398-2431,0,0.0,,,0,0,,,0,0,0,0,0,0
1091,7338722_1709-2826,0,1.0,218.0,346.0,680,128,128.0,0.0,128,128,128,0,128,128
1092,7398076_5581-6606,0,0.0,,,0,0,,,0,0,0,0,0,0
1093,7289506_898-1956,0,1.0,246.0,274.0,509,28,0.0,28.0,29,28,28,0,28,28
1094,7493652_27831-28994,0,0.9929000000000001,236.0,376.0,625,140,0.0,140.0,140,140,140,1,139,140
1095,7455872_46768-47801,0,1.0,273.0,305.0,532,32,32.0,0.0,32,32,32,0,32,32
1096,7466769_1203-2395,0,0.9941,225.0,394.0,634,169,0.0,169.0,169,169,169,1,168,169
1097,7460098_10564-11632,0,1.0,220.0,331.0,591,111,111.0,0.0,111,111,111,0,111,111
1098,7461141_9050-10111,0,1.0,179.0,248.0,460,69,0.0,69.0,69,69,69,0,69,69
1099,7481463_14773-15874,0,1.0,227.0,351.0,506,124,0.0,124.0,124,124,124,0,124,124
1100,7504594_87754-88875,0,1.0,237.0,371.0,585,134,134.0,0.0,134,134,134,0,134,134
1101,7489669_2596-3618,0,1.0,244.0,340.0,586,96,96.0,0.0,96,96,96,0,96,96
1102,7432178_4097-5125,0,1.0,244.0,268.0,526,24,0.0,24.0,24,24,24,0,24,24
1103,7468348_13795-14842,0,1.0,197.0,264.0,472,67,67.0,0.0,67,67,67,0,67,67
1104,7504806_9519-10553,0,1.0,239.0,264.0,554,25,0.0,25.0,25,25,25,0,25,25
1105,7455924_2279-3321,0,1.0,246.0,273.0,529,27,27.0,0.0,27,27,27,0,27,27
1106,7472602_4021-5044,0,0.9274,253.0,503.0,504,250,379.0,131.0,417,248,248,18,230,250
1107,7273893_1870-2897,0,1.0,191.0,224.0,405,33,1.0,34.0,34,33,33,0,33,33
1108,7340716_1731-2840,0,0.8603000000000001,483.0,619.0,795,136,137.0,0.0,137,137,136,19,117,137
1109,7439965_9951-11051,0,1.0,241.0,318.0,549,77,70.0,0.0,70,70,70,0,70,77
1110,7462437_622-1758,0,0.9669,222.0,373.0,608,151,0.0,151.0,151,151,151,5,146,151
1111,7498978_26649-27768,0,1.0,243.0,323.0,379,80,80.0,0.0,81,80,80,0,80,80
1112,7425786_120053-121075,0,0.0,,,0,0,,,0,0,0,0,0,0
1113,7476166_11834-12920,0,1.0,233.0,328.0,541,95,0.0,95.0,95,95,95,0,95,95
1114,7462950_11008-12042,0,0.0,,,0,0,,,0,0,0,0,0,0
1115,7495134_211-1236,0,1.0,237.0,295.0,502,58,0.0,58.0,58,58,58,0,58,58
1116,7353814_5686-6727,0,0.0,,,0,0,,,0,0,0,0,0,0
1117,7383624_929-1971,0,0.0,,,0,0,,,0,0,0,0,0,0
1118,7414278_4508-5607,0,0.0,,,0,0,,,0,0,0,0,0,0
1119,7460894_37146-38200,0,1.0,232.0,268.0,517,36,36.0,0.0,36,36,36,0,36,36
1120,7504967_9000-10093,0,1.0,229.0,360.0,601,131,131.0,0.0,131,131,131,0,131,131
1121,7502873_5705-6737,0,0.0,,,0,0,,,0,0,0,0,0,0
1122,7440325_8469-9559,0,1.0,174.0,266.0,432,92,93.0,1.0,93,92,92,0,92,92
1123,7318707_2819-3892,0,1.0,219.0,370.0,972,151,0.0,151.0,151,151,151,0,151,151
1124,7417344_5017-6148,0,0.9922,214.0,342.0,694,128,128.0,0.0,128,128,128,1,127,128
1125,7244646_27112-28246,0,1.0,238.0,358.0,600,120,120.0,0.0,120,120,120,0,120,120
1126,7389968_8623-9754,0,0.9772,362.0,593.0,880,231,0.0,219.0,219,219,219,5,214,231
1127,7260403_349-1547,0,1.0,214.0,373.0,618,159,159.0,0.0,159,159,159,0,159,159
1128,7466628_9779-10828,0,1.0,721.0,822.0,822,101,101.0,1.0,101,100,100,0,100,101
1129,7315417_973-2112,0,1.0,198.0,310.0,542,112,0.0,112.0,112,112,112,0,112,112
1130,7473378_11191-12233,0,0.9895,212.0,307.0,570,95,0.0,95.0,96,95,95,1,94,95
1131,7252845_243-1549,0,0.9214,152.0,476.0,791,324,1.0,330.0,330,329,318,25,293,335
1132,7481210_8350-9380,0,1.0,249.0,280.0,280,31,42.0,11.0,42,31,31,0,31,31
1133,7473983_4570-5763,0,0.9074,0.0,328.0,350,328,443.0,111.0,542,332,324,30,294,336
1134,7416578_5417-6448,0,1.0,240.0,274.0,505,34,35.0,1.0,35,34,34,0,34,34
1135,7502684_18067-19108,0,1.0,28.0,48.0,157,20,0.0,20.0,20,20,20,0,20,20
1136,7497599_3531-4581,0,0.0,,,0,0,,,0,0,0,0,0,0
1137,7446540_770-1835,0,1.0,218.0,284.0,645,66,0.0,66.0,67,66,66,0,66,66
1138,7500141_3097-4133,0,1.0,224.0,295.0,459,71,0.0,71.0,71,71,71,0,71,71
1139,7498956_213-1298,0,0.0,,,0,0,,,0,0,0,0,0,0
1140,7504634_11568-12648,0,1.0,221.0,341.0,619,120,120.0,0.0,120,120,120,0,120,120
1141,7329315_43058-44131,0,1.0,237.0,327.0,548,90,90.0,0.0,90,90,90,0,90,90
1142,7479174_512-1562,0,1.0,629.0,658.0,658,29,162.0,133.0,162,29,29,0,29,29
1143,7502919_19677-20727,0,0.9787,208.0,349.0,591,141,141.0,0.0,141,141,141,3,138,141
1144,7410635_25719-26757,0,0.0,,,0,0,,,0,0,0,0,0,0
1145,7506984_19365-20415,0,0.9062,319.0,351.0,726,32,32.0,0.0,33,32,32,3,29,32
1146,7389757_5470-6518,0,1.0,49.0,79.0,318,30,0.0,30.0,30,30,30,0,30,30
1147,7291318_4739-5807,0,1.0,207.0,249.0,891,42,0.0,42.0,42,42,42,0,42,42
1148,7483885_22354-23404,0,0.9592,344.0,442.0,708,98,100.0,0.0,100,100,98,4,94,100
1149,7492159_59510-60560,0,1.0,244.0,283.0,570,39,0.0,39.0,39,39,39,0,39,39
1150,7373117_24257-25326,0,1.0,165.0,270.0,559,105,0.0,105.0,105,105,105,0,105,105
1151,7385271_3392-4472,0,1.0,15.0,127.0,355,112,113.0,1.0,113,112,112,0,112,112
1152,7492327_10264-11303,0,0.0,,,0,0,,,0,0,0,0,0,0
1153,7447247_15082-16193,0,0.988,228.0,311.0,667,83,83.0,0.0,83,83,83,1,82,83
1154,7433796_11145-12300,0,0.9368000000000001,162.0,257.0,539,95,110.0,0.0,111,110,95,6,89,110
1155,7399009_15202-16292,0,1.0,192.0,357.0,953,165,165.0,0.0,174,165,165,0,165,165
1156,7494144_17052-18172,0,1.0,185.0,276.0,516,91,91.0,0.0,91,91,91,0,91,91
1157,7320781_815-1886,0,1.0,205.0,226.0,467,21,22.0,1.0,78,21,21,0,21,21
